text,span,label,ordinal
camera 45 display55 dezine55 performance 54,display,neutral,0
it is a great phone considering the price camera  good display  very good  performance  good  design  good,display,positive,0
very powerful phone camera is extremely good if one can adjust the settings battery backup is awesome design is handy features are cool price is reasonable,design,positive,0
camera quality not so good smaller in size less performance of software with respect to android phone sound is good  design is now outdated and boring,design,negative,0
totally happy camera 5 battery 5  display 5 design 5,design,positive,0
the look of phone  is awesomebattery performance is also good almost 10 hr for heavy user camera is awesome charge completes in 45 min must buy it this is best phone under 25 k with ip 68 rating ,battery,positive,0
overall a satisfied product at this price range for the first time i purchased motorola previously i was completely a s amsung user the design is so handy and comfortable to use the camera is stunning during day light and average during dim light the battery is fine for normal users the display is stunning frankly i loved it hm go for it without a second thought but make sure to buy a pink one forest blue isnt that attractive though,battery,positive,0
dont think guys u can blindly go for this beauty for heavy gamers i didnt recommend iam very happy to owned my moto edge fusion   display 55 camera 45 battery 45 performance  55 os 55 dolby atmos  55 water resistant 55 valu for money 200200 only one word about this mobile high end specs within the middle class budget  thank u motorala keep continues ur valuable brand name,battery,positive,0
good phone want to improve in camera qualityn battery life,battery,positive,0
good  camera   photo quality is very good ,camera,positive,0
so far so good a great package the best part is the camera overall a very good phone,camera,positive,0
review  after 2 months 1 feeling premium in hand 2 camera is super 3 multimedia consumption super 4 display attractive 5 battery for me 2days i m not heavy user 6 no lag till now 7 charging is also quick 8 overall good balanced phone,camera,positive,0
cons 1 the video quality of the camera looks very bad feels a bit blur i dont know why 2 fingerprint sensor doesnt work most of the time i dont know this problem is only with my unit or in all the units 3 sometimes power button does not respond 4 the battery is draining really very fast  pros 1 slim and light weight phone 2 photo quality is good in some condition but not the best 3 performance is ok performs good in day to day use 4 screen quality is better than other phones available at this price,camera,positive,0
camera just ok in low light area battery ok for normal user display awesome  design awesome performance ok,camera,positive,0
phone design is very slim speed is also good in this price its worth it lil disappointed with camera quality,camera,positive,0
dont buy this phone  no any app from motorola side very complicated phone  camera quality is very poor  my suggestion is dont buy this ,camera,negative,0
i am reviewing this phone after seven days of use camera quality is very fantastic better than my samsung s21 fe curved display is the best in this price range with 144hz refresh rate performance is also very good with excellent battery backup overall this phone justifies the price more than this,camera,positive,0
phone is too good camera quality is good but video 4k 30 fps it should be 60 fps,camera,positive,0
camera quality not so good smaller in size less performance of software with respect to android phone sound is good  design is now outdated and boring,performance,negative,0
arrived on launch day and after using it for a day the iphone 15 is amazing after almost 5 years it was finally time for me to upgrade from my iphone xr set up was smooth and seamless especially using icloud to transfer data overthe display is greatly improved and it gets a lot brighter which is helpful outdoors the dynamic island works smoothly even on the standard models 60hz screen this phones cameras take highly detailed photos even without a dedicated telephoto lens in terms of performance the processor on the iphone 15 handles every task ive thrown at it like a dream including gaming battery life so far is impressive 5 years of software support means my new iphone will get better over time,performance,positive,0
product is good i like cameradesigndisplay but battery performance so bad,display,negative,0
wow camera is amazing  battery department  good for normal use  hitting issue  is normal,camera,positive,0
product is good i like cameradesigndisplay but battery performance so bad,camera,negative,0
product is good i like cameradesigndisplay but battery performance so bad,performance,negative,0
wow camera is amazing  battery department  good for normal use  hitting issue  is normal,battery,positive,0
overall product is good but i feel the battery is draining fast,battery,positive,0
battery is not good didnt like much go for iphone in this budget,battery,negative,0
battery very fast drain,battery,neutral,0
product is good i like cameradesigndisplay but battery performance so bad,battery,negative,0
mobile is slippery when holding in hands without back cover or case battery life is average,battery,neutral,0
good mobile improve battery proformas,battery,positive,0
camera quality is quite good  the battery lasts a little less  well the phone is overall good,battery,positive,0
very powerful phone camera is extremely good if one can adjust the settings battery backup is awesome design is handy features are cool price is reasonable,battery,positive,0
arrived on launch day and after using it for a day the iphone 15 is amazing after almost 5 years it was finally time for me to upgrade from my iphone xr set up was smooth and seamless especially using icloud to transfer data overthe display is greatly improved and it gets a lot brighter which is helpful outdoors the dynamic island works smoothly even on the standard models 60hz screen this phones cameras take highly detailed photos even without a dedicated telephoto lens in terms of performance the processor on the iphone 15 handles every task ive thrown at it like a dream including gaming battery life so far is impressive 5 years of software support means my new iphone will get better over time,battery,positive,0
totally happy camera 5 battery 5  display 5 design 5,battery,positive,0
camera just ok in low light area battery ok for normal user display awesome  design awesome performance ok,design,positive,0
phone design is very slim speed is also good in this price its worth it lil disappointed with camera quality,design,positive,0
cons 1 the video quality of the camera looks very bad feels a bit blur i dont know why 2 fingerprint sensor doesnt work most of the time i dont know this problem is only with my unit or in all the units 3 sometimes power button does not respond 4 the battery is draining really very fast  pros 1 slim and light weight phone 2 photo quality is good in some condition but not the best 3 performance is ok performs good in day to day use 4 screen quality is better than other phones available at this price,performance,positive,0
camera just ok in low light area battery ok for normal user display awesome  design awesome performance ok,performance,positive,0
i am reviewing this phone after seven days of use camera quality is very fantastic better than my samsung s21 fe curved display is the best in this price range with 144hz refresh rate performance is also very good with excellent battery backup overall this phone justifies the price more than this,performance,positive,0
review  after 2 months 1 feeling premium in hand 2 camera is super 3 multimedia consumption super 4 display attractive 5 battery for me 2days i m not heavy user 6 no lag till now 7 charging is also quick 8 overall good balanced phone,display,positive,0
camera just ok in low light area battery ok for normal user display awesome  design awesome performance ok,display,positive,0
i am reviewing this phone after seven days of use camera quality is very fantastic better than my samsung s21 fe curved display is the best in this price range with 144hz refresh rate performance is also very good with excellent battery backup overall this phone justifies the price more than this,display,positive,0
overall product is good if you buy it under 40000 its offer you good software premium design good camera decent performance and  great display the only drawback is its battery   in moderate to heavy use i have to charge this phone minimum 2 time in a day otherwise its a balance device by samsung,design,positive,0
review  after 2 months 1 feeling premium in hand 2 camera is super 3 multimedia consumption super 4 display attractive 5 battery for me 2days i m not heavy user 6 no lag till now 7 charging is also quick 8 overall good balanced phone,battery,positive,0
cons 1 the video quality of the camera looks very bad feels a bit blur i dont know why 2 fingerprint sensor doesnt work most of the time i dont know this problem is only with my unit or in all the units 3 sometimes power button does not respond 4 the battery is draining really very fast  pros 1 slim and light weight phone 2 photo quality is good in some condition but not the best 3 performance is ok performs good in day to day use 4 screen quality is better than other phones available at this price,battery,positive,0
camera just ok in low light area battery ok for normal user display awesome  design awesome performance ok,battery,positive,0
i am reviewing this phone after seven days of use camera quality is very fantastic better than my samsung s21 fe curved display is the best in this price range with 144hz refresh rate performance is also very good with excellent battery backup overall this phone justifies the price more than this,battery,positive,0
slim  and camera,camera,neutral,0
the camera is good but clarity is not good as expected as sony lenses  overall performance is good,camera,positive,0
touch doesnt work efficiently sticks sometimes the camera is good the battery is fine,camera,positive,0
nice phone with great cameramy 1st motorola and i m loving it,camera,positive,0
camera 455 battery 55 display 55 design 455 performance 455 excellent mobile in good price range must buy,camera,positive,0
good camera quality,camera,positive,0
camera excellent  display awesome  design killer  performance few improvement  battery  battery backup is not good drain very fast need regularly security update and software update fix bug  overall value for money ,camera,positive,0
good design light weight the camera is very nice  very crystal clear capture speed and performance are good,camera,positive,0
very good product in this segment  best part is camera ,camera,positive,0
nice productcamera is awesomealso light weight,camera,positive,0
camera is awesome   must buy,camera,positive,0
nice packing battery life is good camera is awesome need to learn few techniques,camera,positive,0
ive been using my phone for the past two months and everything seems great except for two issues it gets very hot both while in use and while charging and the battery life is shorter than expected the camera takes stunning photos game performance is incredibly smooth,camera,positive,0
camera is best quality  shoots  battery beakup is very good,camera,positive,0
camera good quality and all facility good,camera,positive,0
camera quality top notch ,camera,positive,0
good camera quality and superb,camera,positive,0
camera is good display is good battery life is average and need to charge twice a day for normal usage  overall good phone under 40k,camera,positive,0
camera average  sound great  performance good  not excellent   network issue due to exynos procssor  not continuously working network breaking all time sensor not work every time when call or screen on double tab battery backup is very low not a single day  not for gaming   heats when using it continuously 35 minutes even charging the phone it gets so  hot  thats why now price is  low weight is heavy   not comfortable in pocket  its samsung surely hanging,camera,positive,0
overall product is good if you buy it under 40000 its offer you good software premium design good camera decent performance and  great display the only drawback is its battery   in moderate to heavy use i have to charge this phone minimum 2 time in a day otherwise its a balance device by samsung,camera,positive,0
display  55 camera  55 performance  455 look  55 battery  45,camera,neutral,0
overall its a nice phone with decent cameras and fantastic display and weight distribution   if your a heavy user then you will worries about battery,camera,positive,0
camera average  sound great  performance good  not excellent   network issue due to exynos procssor  not continuously working network breaking all time sensor not work every time when call or screen on double tab battery backup is very low not a single day  not for gaming   heats when using it continuously 35 minutes even charging the phone it gets so  hot  thats why now price is  low weight is heavy   not comfortable in pocket  its samsung surely hanging,performance,positive,0
overall product is good if you buy it under 40000 its offer you good software premium design good camera decent performance and  great display the only drawback is its battery   in moderate to heavy use i have to charge this phone minimum 2 time in a day otherwise its a balance device by samsung,performance,positive,0
display  55 camera  55 performance  455 look  55 battery  45,performance,neutral,0
camera is good display is good battery life is average and need to charge twice a day for normal usage  overall good phone under 40k,display,positive,0
overall product is good if you buy it under 40000 its offer you good software premium design good camera decent performance and  great display the only drawback is its battery   in moderate to heavy use i have to charge this phone minimum 2 time in a day otherwise its a balance device by samsung,display,positive,0
display  55 camera  55 performance  455 look  55 battery  45,display,neutral,0
overall its a nice phone with decent cameras and fantastic display and weight distribution   if your a heavy user then you will worries about battery,display,positive,0
camera is good display is good battery life is average and need to charge twice a day for normal usage  overall good phone under 40k,battery,positive,0
battery last max a day with moderate use rest is best,battery,positive,0
camera average  sound great  performance good  not excellent   network issue due to exynos procssor  not continuously working network breaking all time sensor not work every time when call or screen on double tab battery backup is very low not a single day  not for gaming   heats when using it continuously 35 minutes even charging the phone it gets so  hot  thats why now price is  low weight is heavy   not comfortable in pocket  its samsung surely hanging,battery,positive,0
phone is absolutely fantastic the only issue is less battery life,battery,positive,0
0 star for this so called packaging overall phone seems to be good pros everything is perfect you cant expect better than this under 40k better battery backup than s23  cons  extreme heating even during normal usage,battery,positive,0
overall product is good if you buy it under 40000 its offer you good software premium design good camera decent performance and  great display the only drawback is its battery   in moderate to heavy use i have to charge this phone minimum 2 time in a day otherwise its a balance device by samsung,battery,positive,0
display  55 camera  55 performance  455 look  55 battery  45,battery,neutral,0
battery is draining very fast,battery,neutral,0
overall its a nice phone with decent cameras and fantastic display and weight distribution   if your a heavy user then you will worries about battery,battery,positive,0
camera 455 battery 55 display 55 design 455 performance 455 excellent mobile in good price range must buy,design,positive,0
camera excellent  display awesome  design killer  performance few improvement  battery  battery backup is not good drain very fast need regularly security update and software update fix bug  overall value for money ,design,positive,0
good design light weight the camera is very nice  very crystal clear capture speed and performance are good,design,positive,0
the camera is good but clarity is not good as expected as sony lenses  overall performance is good,performance,positive,0
camera 455 battery 55 display 55 design 455 performance 455 excellent mobile in good price range must buy,performance,positive,0
camera 455 display 55 battery 45 performance 45  overall good phone for camera display,performance,positive,0
camera excellent  display awesome  design killer  performance few improvement  battery  battery backup is not good drain very fast need regularly security update and software update fix bug  overall value for money ,performance,positive,0
good design light weight the camera is very nice  very crystal clear capture speed and performance are good,performance,positive,0
camera 455 battery 55 display 55 design 455 performance 455 excellent mobile in good price range must buy,display,positive,0
camera excellent  display awesome  design killer  performance few improvement  battery  battery backup is not good drain very fast need regularly security update and software update fix bug  overall value for money ,display,positive,0
ive been using my phone for the past two months and everything seems great except for two issues it gets very hot both while in use and while charging and the battery life is shorter than expected the camera takes stunning photos game performance is incredibly smooth,performance,positive,0
camera is good battery average performance is cool design is awesome  value for money in 22000,design,positive,0
touch doesnt work efficiently sticks sometimes the camera is good the battery is fine,battery,positive,0
camera 455 battery 55 display 55 design 455 performance 455 excellent mobile in good price range must buy,battery,positive,0
camera 455 display 55 battery 45 performance 45  overall good phone for camera display,battery,positive,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,camera,positive,0
nice experience with this phone camera quality amazing ,camera,positive,0
after using one week of mobile reating  camera 109  battery 1010  display1010  performance109  note 1after use mobile heating issue 1 21000  thousand in this range batter mobile other company mobile,camera,neutral,0
it is just wownice phone at this price pointcamera is superb performance and display adipolinice one from motokeep the good work,camera,positive,0
lovely phone  awesomperformance  just go for it camera quality is also awesome,camera,positive,0
i like the display quality  camera quality is decent,camera,positive,0
beware from flipkart  after purchase expect nothing   you may feel cheated if expect  pros camera 810 display 810 speaker 810 battery 810  cons heating issue  some features are missing as compared to redme poco  while watching ipl in jio app i noticed video flickering issue everytime when notification came and many more little things  you people can ask questions ill try to answer,camera,negative,0
nice packing battery life is good camera is awesome need to learn few techniques,battery,positive,0
ive been using my phone for the past two months and everything seems great except for two issues it gets very hot both while in use and while charging and the battery life is shorter than expected the camera takes stunning photos game performance is incredibly smooth,battery,positive,0
camera is best quality  shoots  battery beakup is very good,battery,positive,0
camera is good battery average performance is cool design is awesome  value for money in 22000,camera,positive,0
camera is very good captures  very clear pictures in all modes build is also solid  just a slight problem of phone getting hang is observed couple of times battery backup is upto the mark  no issues ,camera,positive,0
one of the best product  nice camera  awesome display  bild quality like superb  battery little slow,camera,positive,0
camera photos looks awesome nice pic editing options battery is worst need to change 2 times a day,camera,positive,0
battery heats up low battery backup bulky camera not up to mark,camera,negative,0
camera is good battery average performance is cool design is awesome  value for money in 22000,performance,positive,0
worst battery performance and it become very hot like iron box even if you do not use it  when you use the phone its unbearable and battery drains 1 percentage per minute,performance,negative,0
one of the best product  nice camera  awesome display  bild quality like superb  battery little slow,display,positive,0
camera is good battery average performance is cool design is awesome  value for money in 22000,battery,positive,0
camera is very good captures  very clear pictures in all modes build is also solid  just a slight problem of phone getting hang is observed couple of times battery backup is upto the mark  no issues ,battery,positive,0
product is good but battery drain very fast other all are very good i like it,battery,positive,0
one of the best product  nice camera  awesome display  bild quality like superb  battery little slow,battery,positive,0
battery is pathetic not expected at this price  point better to go with iphone,battery,negative,0
plz dont buy this device u will feel looted after use  it heated too much fears like it blast  or may flipkart selling fake samsung product  major issue is heating  and fast battery draining,battery,negative,0
camera photos looks awesome nice pic editing options battery is worst need to change 2 times a day,battery,positive,0
smooth display 10 good camera9 battery7 design 10 performance10 very good allrounder smartphone camera is superb budget phone,design,positive,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,display,positive,0
after using one week of mobile reating  camera 109  battery 1010  display1010  performance109  note 1after use mobile heating issue 1 21000  thousand in this range batter mobile other company mobile,display,neutral,0
smooth display 10 good camera9 battery7 design 10 performance10 very good allrounder smartphone camera is superb budget phone,display,positive,0
it is just wownice phone at this price pointcamera is superb performance and display adipolinice one from motokeep the good work,display,positive,0
i like the display quality  camera quality is decent,display,positive,0
beware from flipkart  after purchase expect nothing   you may feel cheated if expect  pros camera 810 display 810 speaker 810 battery 810  cons heating issue  some features are missing as compared to redme poco  while watching ipl in jio app i noticed video flickering issue everytime when notification came and many more little things  you people can ask questions ill try to answer,display,negative,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,performance,positive,0
after using one week of mobile reating  camera 109  battery 1010  display1010  performance109  note 1after use mobile heating issue 1 21000  thousand in this range batter mobile other company mobile,performance,neutral,0
smooth display 10 good camera9 battery7 design 10 performance10 very good allrounder smartphone camera is superb budget phone,performance,positive,0
it is just wownice phone at this price pointcamera is superb performance and display adipolinice one from motokeep the good work,performance,positive,0
lovely phone  awesomperformance  just go for it camera quality is also awesome,performance,positive,0
this mobile is phenomenal i like the camera most,camera,positive,0
very nice phone camera quality is awesome ,camera,positive,0
green colour is so elegant so beautiful just like a woww camera quality better than 14,camera,positive,0
camera quality is top notch,camera,positive,0
heating a lot while charging  sometimes touch not working at selected points  sometimes status and videos audio not listen it will resume after restart the application  camera quality is not so good  slow motion video quality is not so good,camera,negative,0
camera quality is not good images and videos are not clear,camera,negative,0
superb phone ever best camera 48mp with 2x optical zoom ,camera,positive,0
camera quality superb,camera,positive,0
after using one week of mobile reating  camera 109  battery 1010  display1010  performance109  note 1after use mobile heating issue 1 21000  thousand in this range batter mobile other company mobile,battery,neutral,0
smooth display 10 good camera9 battery7 design 10 performance10 very good allrounder smartphone camera is superb budget phone,battery,positive,0
beware from flipkart  after purchase expect nothing   you may feel cheated if expect  pros camera 810 display 810 speaker 810 battery 810  cons heating issue  some features are missing as compared to redme poco  while watching ipl in jio app i noticed video flickering issue everytime when notification came and many more little things  you people can ask questions ill try to answer,battery,negative,0
so beautiful so elegant just looking like a woww the camera of this phone will steal your heart images are close to natural battery will give u all day backup in one charge in 5g mode and use of all day performance is also good and the display of this phone is superrr,camera,positive,0
this phone is amazing 55 camera and design must buy,camera,positive,0
the motorola edge 50 fusion is a sleek and powerful phone with an edgetoedge display excellent performance and versatile cameras it offers solid battery life and a clean userfriendly software experience making it a great value for its price,camera,positive,0
ok not bad camera is very nice  gameing is some lage  came captor is slow give me a software updates,camera,positive,0
samsung galaxy s23 fe smartphone 256gb is one of the great product im using it from few days and im loving it so many great features and many more to explore gaming time is simply amazing and no fear for battery charging time camera features are great and very easy to use it vivid and immersive visuals shots with 50mp a highresolution camera that can capture subtle details on the dynamic amoled 2x display which pops to life even under varying light conditions eye comfort shield reduces blue light making it easier on your eyes i definitely recommend it for new features and as a business woman i love to do all my work on my smartphone capture your nights in vivid rich detail with the supersteady and smooth nightography system redefine how you capture the world in low light with vivid colours and reduced noise night videos are smooth and steady thanks to the nightography system,display,positive,0
very best baseline iphone ever even if you have a iphone 14 it is still a upgrade the new frosted glass and rounded edges make it premium feel camera is just awesome better than 14 pro camera battery is just like iphone 14 type c is also a welcome with braided data cabel just blue colour looks a lot like white,battery,positive,0
this phone is amazing 55 camera and design must buy,design,positive,0
so beautiful so elegant just looking like a woww the camera of this phone will steal your heart images are close to natural battery will give u all day backup in one charge in 5g mode and use of all day performance is also good and the display of this phone is superrr,display,positive,0
the motorola edge 50 fusion is a sleek and powerful phone with an edgetoedge display excellent performance and versatile cameras it offers solid battery life and a clean userfriendly software experience making it a great value for its price,display,positive,0
so beautiful so elegant just looking like a woww the camera of this phone will steal your heart images are close to natural battery will give u all day backup in one charge in 5g mode and use of all day performance is also good and the display of this phone is superrr,performance,positive,0
the motorola edge 50 fusion is a sleek and powerful phone with an edgetoedge display excellent performance and versatile cameras it offers solid battery life and a clean userfriendly software experience making it a great value for its price,performance,positive,0
so beautiful so elegant just looking like a woww the camera of this phone will steal your heart images are close to natural battery will give u all day backup in one charge in 5g mode and use of all day performance is also good and the display of this phone is superrr,battery,positive,0
the motorola edge 50 fusion is a sleek and powerful phone with an edgetoedge display excellent performance and versatile cameras it offers solid battery life and a clean userfriendly software experience making it a great value for its price,battery,positive,0
samsung galaxy s23 fe smartphone 256gb is one of the great product im using it from few days and im loving it so many great features and many more to explore gaming time is simply amazing and no fear for battery charging time camera features are great and very easy to use it vivid and immersive visuals shots with 50mp a highresolution camera that can capture subtle details on the dynamic amoled 2x display which pops to life even under varying light conditions eye comfort shield reduces blue light making it easier on your eyes i definitely recommend it for new features and as a business woman i love to do all my work on my smartphone capture your nights in vivid rich detail with the supersteady and smooth nightography system redefine how you capture the world in low light with vivid colours and reduced noise night videos are smooth and steady thanks to the nightography system,battery,positive,0
all the things are good   but battery performance is not good in samsung smartphone,performance,positive,0
nihayti ghatiya mobile battery  performance is zero ,performance,neutral,0
go for it everything is best initially heating issue but after the update its normal and battery performance is not that great but not that bad as wellfor normal user need to charge twice in a day,performance,positive,0
battery backup poor than androide phone and at chaging phone heat and not charge after 80 until temperture is normal  camera like a 2 mp not better as 15k androide phone  iphone is not user friendly only it for security and status  dont buy if you face money problem,camera,negative,0
this the best phone i have used till date camera quality is amazing,camera,positive,0
this is my first iphone battery is pretty impressive and way better than my pixel 6 camera is good too overall good phone,camera,positive,0
i bought at 53k for my father he really liked the phone best phone at this price range  camera  55 display  55 battery  45 performance  55  only cons is that it still comes with 60hz display and battery does not last long,camera,positive,0
awesome phone with awesome camera updated from iphone 13 to 15 i love this,camera,positive,0
good camera high quality,camera,positive,0
android turned iphone user   obviously 15 is better than the previous devices by apple in term of camera compare to android apple provides limited features but all are robust as the software management is so good pros  videos real time pictures speed powerful more stable videos  cons  cant use multiple windows at a time selling old technology in the name of dynamic island long procedure even to make a call icon on screen may irritate you if you were android user,camera,positive,0
best all rounder device ticks all boxes i cant find any cons in device 2x camera is bonus and works well,camera,positive,0
excellent the pink color is quite subtle and phone build is good camera is improved with 48 mp sensor worth upgrading if you have iphone older than 11,camera,positive,0
good performance display and camera  when camera use mobile is to hitting  and battery also not performance well,display,positive,0
battery backup poor than androide phone and at chaging phone heat and not charge after 80 until temperture is normal  camera like a 2 mp not better as 15k androide phone  iphone is not user friendly only it for security and status  dont buy if you face money problem,battery,negative,0
this is my first iphone battery is pretty impressive and way better than my pixel 6 camera is good too overall good phone,battery,positive,0
love it specially camerastunning picturebut there is no headphone jacka little disapointing,camera,positive,0
very very disappointeddont buy this productcamera and display below average in this price ,camera,neutral,0
very very disappointeddont buy this productcamera and display below average in this price ,display,neutral,0
camera quality is not as good as i expected i think we should get atleast 90 fps in i phone base model other wise i love this phone,camera,positive,0
superb camera quality,camera,positive,0
camera quality is improved loving it,camera,positive,0
amazing camera quality,camera,positive,0
amazing camera quality,camera,positive,0
first time using iphonebattery backup not up to the mark camera is greathands feel is goodoverall good experience,camera,positive,0
everything is good battery backup is hardly 6hrs will come while continuously usage camera is fantastic in this iphone 60 hz refreshing rate is equals to 120hz refresh rate in android very light weight,camera,positive,0
just awesome    was bit skeptical about 60hz but it feels extremely smooth  no heating issues at all   camera quality is also good  overall nice upgrade for me after using poco f1 for half a decade  i would definitely recommend it just go for it you wont regret,camera,positive,0
lovely product  lovely colour blue   amazing product love it  camera awesome  performance awesome,camera,positive,0
camera awesome i like the performance while playing games and vedio recording awesome mobile ,camera,positive,0
upgraded from samsung m21 to this and kept feeling amazed during the entire migration process samsung has really refined the smart switch utility to the extent that the new phone is an exact replica of the old one  the phone is a bit on the heavier side but mainly due to the metal parts and battery it feels top notch premium and performs buttery smooth note its slippery as it has glass on both sides so its a good idea to have a case ready for it when it comes  the camera is stellar and both the photos and videos are exceptional the screen is crisp and smooth and feels very responsive the battery life may need more testing cant say much   overall a superb deal at 38k for the 256gb model,camera,positive,0
nice mobile camera lmi 4  but battery 39i,camera,positive,0
dont get fooled by promoters this definitely doesnt feel flagship phone worst camera ever in samsung so far what i used,camera,neutral,0
best camera phone under 30k after software update heating and battery draining issue was 70 solved,camera,positive,0
the phone itself is really good in all terms except the battery life and it does get a little hotwarm at the back always nonetheless its a really good mobile phone,battery,positive,0
what is point of all the awesome features when battery is so weak not worth it ,battery,negative,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,camera,positive,0
first time using iphonebattery backup not up to the mark camera is greathands feel is goodoverall good experience,battery,positive,0
everything is good battery backup is hardly 6hrs will come while continuously usage camera is fantastic in this iphone 60 hz refreshing rate is equals to 120hz refresh rate in android very light weight,battery,positive,0
everything looks good design and display are nice,display,positive,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,display,positive,0
best mobile  camera excellent 455 display very good 455 performance 355 ip68 within 2 days delivery,performance,positive,0
best for display good camera setup and good decent performance,camera,positive,0
nice mobile camera lmi 4  but battery 39i,battery,positive,0
best camera phone under 30k after software update heating and battery draining issue was 70 solved,battery,positive,0
must buy camera awesome battery backup good display is outstanding overall a good choice,display,positive,0
mind blowing purchase i received the right item thank you flipkart if telling about iphone its value for money great camera and video 55 display 55 sound and heroics 55  overall good,display,positive,0
everything is good in this phone only battery performance is average,performance,positive,0
best for display good camera setup and good decent performance,performance,positive,0
must buy camera awesome battery backup good display is outstanding overall a good choice,camera,positive,0
i have recently switched from android to ios it does feel very strange at the beginning but now i am getting habitual to the ios it is really very nice and feels premium the camera is also very nice i am fully satisfied with this purchase,camera,positive,0
awesome iphone 15 camera quality excellent,camera,positive,0
camera is not best quality otherwise over all good i like music sound in 15 battery also best performance,camera,negative,0
camera is just wow all classes clicks are done at nightphone performance is awesome im writing now again for reviewits really maintained its premium image,camera,positive,0
camera quality ,camera,neutral,0
mind blowing purchase i received the right item thank you flipkart if telling about iphone its value for money great camera and video 55 display 55 sound and heroics 55  overall good,camera,positive,0
camera quality super,camera,positive,0
best for display good camera setup and good decent performance,display,positive,0
battery will drain easily and touch and all good and camera is same iike iphone or better than that as i used,camera,positive,0
everything is good in this phone only battery performance is average,battery,positive,0
overall the phone is good in this price range but battery backup is not that good compare to other phones,battery,positive,0
no any extra words its very best phone under this price and its performance is extremely good camera good battery good display awesome  design awesome   all over best with its features and qualities,camera,positive,0
very good mobile overall good performance,performance,positive,0
must buy camera awesome battery backup good display is outstanding overall a good choice,battery,positive,0
camera is not best quality otherwise over all good i like music sound in 15 battery also best performance,battery,negative,0
perfect phone amazing camera my first iphone file exchange works smooth with laptops through in box cable many things to learn in ios but yeah its super premium and gives the feel of owning a different piece do check out video on how to setup for first use of iphone and make necesarry changes camera is really a1 and gives result as a entry level dslr i have tried good night photography as well sound and picture quality is awesome coudnt really believe my ears when i first played a video  the screen size is lovely and please do put screen guard and lens guard also   overall  910  camera  10 battery  810 screen and content viewing  1010 gaming not tried usage and ease  910 videography  1010,battery,positive,0
camera is the worst than any android phoneonly show off phone better to buy any performance android phone in this budget,camera,negative,0
camera quality is excellent,camera,positive,0
it was on republic sale i got value for money piece is genuine camera is best with 48 mp primary lens performance is very good there are some restrictions otherwise it is very good,camera,positive,0
camera outstanding  i 15 friends purchase this phone,camera,positive,0
camera quality not good compare to other i phone,camera,negative,0
no any extra words its very best phone under this price and its performance is extremely good camera good battery good display awesome  design awesome   all over best with its features and qualities,performance,positive,0
everything looks good design and display are nice,design,positive,0
no any extra words its very best phone under this price and its performance is extremely good camera good battery good display awesome  design awesome   all over best with its features and qualities,display,positive,0
battery will drain easily and touch and all good and camera is same iike iphone or better than that as i used,battery,positive,0
no any extra words its very best phone under this price and its performance is extremely good camera good battery good display awesome  design awesome   all over best with its features and qualities,battery,positive,0
lovely product  lovely colour blue   amazing product love it  camera awesome  performance awesome,performance,positive,0
camera awesome i like the performance while playing games and vedio recording awesome mobile ,performance,positive,0
battery is worst  i am moving from android so i feel my 20k android phone is better than this iphone although i brought this for apple ecosystem,battery,negative,0
the best part of camera is cinematic video which is fabulous rest of the things are good but cinematic mode is on next level higher rate is missing which may hurt phone noise cancellation is on also next level some small small features which make sweet point to use and make it different from android efforts of making ios and developing some sweet sweet things are appreciable and if you have macbook or ipad ecosystem work fantastically the best things for this iphone is much much better than year nonpro model go for it hundred percent go for it,camera,positive,0
camera photos is equivalent to pixel 6a videos is top notch rest of the things are top notch,camera,positive,0
very very very nice awesome camera i love it,camera,positive,0
am a android user first time switching to ios really its awesome iphone 15  camera 55 battery 45 design 55 display 55 speaker 55,camera,positive,0
wowww camera,camera,neutral,0
i phone 15 camera is very beautiful,camera,positive,0
am a android user first time switching to ios really its awesome iphone 15  camera 55 battery 45 design 55 display 55 speaker 55,display,positive,0
no any extra words its very best phone under this price and its performance is extremely good camera good battery good display awesome  design awesome   all over best with its features and qualities,design,positive,0
camera is not best quality otherwise over all good i like music sound in 15 battery also best performance,performance,negative,0
camera is just wow all classes clicks are done at nightphone performance is awesome im writing now again for reviewits really maintained its premium image,performance,positive,0
all good in this n camera superb,camera,positive,0
overall the design aesthetic of the phone is really good the phone gets a bit hot during charging which is quite expected however the camera of this phone really captures really clear in depth images which makes the phone really worth it the ui is very smooth and softwares are flawless recently i shifted from an android device to ios the transition was really smooth and there was no loss of important information,camera,positive,0
am a android user first time switching to ios really its awesome iphone 15  camera 55 battery 45 design 55 display 55 speaker 55,battery,positive,0
am a android user first time switching to ios really its awesome iphone 15  camera 55 battery 45 design 55 display 55 speaker 55,design,positive,0
best camera  super battery backup  fantastic finishing,camera,positive,0
nice camera,camera,positive,0
awesome camera,camera,positive,0
camera quality is very bad and heating problem,camera,negative,0
